name,ticker,cusip,shares,value_usd,pct_portfolio,country,report_date,filing_date,accession,quarter,form_type
Pegasus Hava Tasimaciligi AS,PGSUS,M7846J107,2558567.0,18781513.17,0.5404044804,TR,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Airports of Thailand PCL,AOT,Y0028Q145,7640794.0,15224138.42,0.4380473787,TH,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Cargojet Inc,CJT,14179V503,483769.0,73555022.61,2.1164143386,CA,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Wizz Air Holdings Plc,WIZZ,G96871101,417743.0,15870326.78,0.4566402941,CH,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Air Canada,AC,008911877,5458939.0,105890709.71,3.0468159536,CA,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Aena SME SA,AENA,E526K0106,101279.0,16923715.86,0.4869496825,ES,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Airtrip Corp,6191,J0065P106,577229.0,14319299.98,0.4120122695,JP,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Flughafen Zurich AG,FHZN,H26552135,88838.0,16016893.89,0.4608575008,CH,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
Copa Holdings SA,CPA,P31076105,398592.0,33338234.88,0.9592481359,PA,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
MakeMyTrip Ltd,MMYT,V5633W109,664714.0,17834276.62,0.5131494413,IN,2022-03-31,2022-05-31,0001145549-22-035092,2022_Q1,NPORT-P
